text,text_preprocessed,label
Ternyata tidak sesuai. Tidak dpat dipakai,sesuai dpat pakai,negative
barang dtang posisi baterai ksong..berarti barang tidak d cek dulu?? d gambar warna biru cerah..dtg wrna biru gelap.layar lcet�..mna buat kado ultah.ank ga suka...,barang dtang posisi baterai ksongberarti barang cek gambar warna biru cerahdtg wrna biru gelaplayar lcet mna kado ultahank suka,negative
Harga & kualitas terlalu jauh.. Harga tinggi vs kualitas rendah.,harga kualitas harga vs kualitas rendah,negative
tipis bgt kyk stocking??,tipis bgt kyk stocking,negative
"Nggak sesuai yg diiklanin, airnya loyo...",sesuai diiklanin air loyo,negative
Pemesanan kedua tapi hasilnya tidak rapi dan mengecewakan. Laminatingnya mengelupas di pinggir2 dan potongannya tidak rapi. Bolongan juga menonjol dan acak2an.,mesan hasil rapi kecewa laminating kelupas pinggir2 potong rapi bolong tonjol acak2an,negative
"Awalnya bintang 5, setelah beberapa bulan pakai. Ternyata ada part yang hilang seperti baut",bintang pakai part hilang baut,negative
Beratnya tidak sesuai.. Katanya dirubah kok ga ada perbaikan dalam hal berat produk dan packing.. Pdhl sy mau blanja banyak.. Tapi mhl diongkir.. Pdhl berat riil nya jauuh dari estimasi,berat sesuai rubah baik berat produk packing pdhl sy blanja mhl diongkir pdhl berat riil jauuh estimasi,negative
"Ya utk harga 100an lumayan worth, cuma rgb kanan dan kiri ga selaras sih, sama ada deflect gara gara pengiriman mungkin.",utk harga 100an lumayan worth rgb kanan kiri selaras deflect gara gara kirim,negative
Chat gk pernah di balas tidak recommend untuk beli,chat gk balas recommend beli,negative
"bagus, pengiriman cepat",bagus kirim cepat,positive
"Respons penjual sangat baik, pengiriman sangat cepat.",respons jual kirim cepat,positive
"Konten bukunya banyak yang salah. Materi TWK banyak yang salah, kunci jawabannya juga. Sedih banget padahal buat belajar ??????",konten buku salah materi twk salah kunci jawab sedih banget ajar,negative
repeat order terus,repeat order,positive
Sy pesan warna merah metalik tp dikirim hitam. Padahal sebelum dikirim sy sdh chat penjual.,sy pesan warna merah metalik tp kirim hitam kirim sy sdh chat jual,negative
Bahannya kuat dan kokoh meski berat bebannya packingnya rapi ngga rusak atau cacat pengirimannya cepat barangnga original,bahan kuat kokoh berat beban packingnya rapi ngga rusak cacat kirim cepat barangnga original,positive
"barangnya tidak berfungsi dengan baik, kakinya, ga bisa di kunci,....yg lainnya oke",barang fungsi kaki kunciyg oke,negative
"kemasan kotaknya ada yg penyok dan robek, tp pisaunya aman. padahal mau buat hadiah temen",kemas kotak penyok robek tp pisau aman hadiah temen,negative
"maaf baru ulas, sibuk nyablon ???? barang sudah saya terima... pengiriman cepat, ga nyampe 24 jam... respon seller oke... kualitas josss... packing oke... langganan... recommended seller.... mohon maaf tidak menyertakan photo produk karena sudah dijahit dan dikirim, pokonya bagus, ini untuk pembelian kesekian sekian sekian sekian kali... terimakasih sehat selalu...",maaf ulas sibuk nyablon barang terima kirim cepat nyampe 24 jam respon seller oke kualitas josss packing oke langgan recommended seller mohon maaf serta photo produk jahit kirim poko bagus beli sekian sekian sekian sekian kali terimakasih sehat,positive
"Bagian dalam cover kotor, halaman terakhir kotor, juga packaging kurang aman, jd bagian atas buku agak terlipat",cover kotor halaman kotor packaging aman jd buku lipat,negative
pelayanan amat sangan gak oke,layan sangan oke,negative
"KECEWA DAN SANGAT TDK PUAS DGN PELAYANAN.sejak tgl 18 setelah order barang, saat itu status masih Menunggu Konfirmasi, jadi artinya BELUM DIPROSES OLEH PENJUAL.. Saya melakukan pembatalan karena saya ingin mengganti produk yg akan saya beli DI TOKO yg SAMA.. Saya konfirmasi Penjual melalu Chat sampai 3x untuk minta proses PEMBATALAN.. Sampai malam hari sebelum tidur, status masih Menunggu Konfirmasi yg artinya Pesanan saya BELUM DIPROSES.. Tp kemudian tgl 19 Juli 2021 Pagi, penjual mengubah statusnya menjadi DIPROSES.. Yg artinya penjual tidak berkenan melakukan pembatalan.. Dan status diubah jadi MENUNGGU KURIR (masih ditanggal 19 pagi).. Tapi sampai tgl 21, BARANG BELUM DIKIRIM, dan status masih MENUNGGU KURIR.. Status pengiriman tidak terupdate.. Penjual MENYALAHKAN PIHAK provider pengiriman..Barang baru dikirim setelat saya Lapor Ke Pihak TOKOPEDIA..",kecewa tdk puas pelayanansejak tgl 18 order barang status tunggu konfirmasi proses jual batal ganti produk beli toko konfirmasi jual lalu chat 3x proses batal malam tidur status tunggu konfirmasi pesan proses tp tgl 19 juli 2021 pagi jual ubah status proses jual kenan batal status ubah tunggu kurir tanggal 19 pagi tgl 21 barang kirim status tunggu kurir status kirim terupdate jual salah provider pengirimanbarang kirim telat lapor tokopedia,negative
Pengiriman cepat + aman banyak bubble wrap. Harga pun lebih murah daripada competitor. Mantap.,kirim cepat aman bubble wrap harga murah competitor mantap,positive
repurchase ke 3 sangat puas dengan barang dan respon seller nya udah gitu selalu dapat bonus terima kasih,repurchase puas barang respon seller udah gitu bonus terima kasih,positive
"mantap, sukses terus tokonya",mantap sukses toko,positive
Aku suka banget... next pengen nyobain semua rasanya nyaman ketika digunakan.,suka banget next ken nyobain nyaman,positive
"yg bener dong gan klo ngasih barang. expirenya kapan, masak sebulan gak kuat sampai ada yg bulukan gitu",bener gan klo ngasih barang expirenya masak bulan kuat bulu gitu,negative
produk OK packing bagus pengiriman cepat,produk packing bagus kirim cepat,positive
"seller sih ok, pengiriman cepat. barang import, mungkin waktu cek produksi kurang teliti. kepala sapu sering lepas karena tidak bisa terkait sempurna. mau saya coba lem nanti..",seller kirim cepat barang import cek produksi teliti kepala sapu lepas kait sempurna coba lem,negative
Bagaimana gak kecewa ???? sampai sekarang Jam Tangannya gak nyala! udah d cas beberapa kali bahkan seharian. Tetap gak nyala! saya Kecewa ????,kecewa jam tangan nyala udah cas kali hari nyala kecewa,negative
Packing rapih terimakasih,packing rapih terimakasih,positive
"console sebelah kanan analoq ya drift sendiri lecet juga, ng recommend deh.. kapok",console belah kanan analoq drift lecet ng recommend deh kapok,negative
pengiriman nya hampir 1 minggu. agak kecewa,kirim minggu kecewa,negative
mantap langsung dipakai anak untuk belajar,mantap langsung pakai anak ajar,positive
Mantap jiwa bang,mantap jiwa bang,positive
pengiriman tidak sesuai estimasi,kirim sesuai estimasi,negative
Mantul langsung nempel,mantul langsung nempel,positive
Barang original mantapp,barang original mantapp,positive
bagus banget..top,bagus bangettop,positive
kecewa 90yard tipis sialan gua liat komen pada sama bilng tipis rugii,kecewa 90yard tipis sial gua liat komen bilng tipis rugi,negative
Ujung kabel colokan dari gagang telepon ke pesawat telepon sudah tidak bisa terpasang sempurna.,ujung kabel colok gagang telepon pesawat telepon pasang sempurna,negative
Mudah Dibersihkan. Sedotannya Kuat. Kabel Listrik Panjang. Harganya Murah. produk berkualitas....??????.......tks baseus,mudah bersih sedot kuat kabel listrik harga murah produk berkualitastks baseus,positive
sangat kecewaaaa bangett pengiriman barang lamaaaaaa sekaliii tidak sesuai dengan waktu estimasi nya dan melebihi sampe 3 hari lebihhh dari waktu estimasi nya..kecewaaaa,kecewaaaa bangett kirim barang lamaaaaaa sekaliii sesuai estimasi lebih sampe lebihhh estimasi nyakecewaaaa,negative
jumlah barang yang dipesan dan barang yang sampai tidak sesuai,barang pes barang sesuai,negative
"kelengkapan sesuai. Game nya seru!. gaming terbaik.. Untuk kesekian kalinya beli dsni yang tentu aj selalu Memuaskan, Memuaskan dan Memuaskan... Intinya Seller : Responsif (Seller yang Ramah, Komunikatif bgt dah), Packing jg rapi bgt (Proteksi Untuk Pengiriman Sangat Terjaga), Barang yang Sesuai (Original Dong Pastinya), Proses Pengiriman yang Cepat, Terus Dapet lagi bonus Tumbler nya Luar Biasa Sekali, Thanks yh gan... Buat Lo Pada yang mau beli dsni, langsung aj, gk ush ragu2, sangat Recomended sekali, tidak akan Mengecewakan... Perfect, Mantap, Top Markotop, The Best Of The Best... Sekali lagi Thanks yh gan, Sukses Selalu dah ????????????????????????????",lengkap sesuai game seru gaming baik sekian kali beli dsni aj muas muas muas inti seller responsif seller ramah komunikatif bgt dah packing jg rapi bgt proteksi kirim jaga barang sesuai original pasti proses kirim cepat dapet bonus tumbler thanks yh gan lo beli dsni langsung aj gk ush ragu2 recomended kecewa perfect mantap top markotop the best of the best thanks yh gan sukses dah,positive
"packing kurang baik untuk silica gel, hanya dibungkus plastik dan plastiknya di hekter, sehingga udara bisa keluar masuk, mestinya di seal supaya kedap udar",packing silica gel bungkus plastik plastik hekter udara masuk mesti seal kedap udar,negative
"Barangnya sudah sampai dan diterima dengan baik, sudah dicoba dan berfungsi dengan baik, cocok untuk ambil barang dibawah tidak perlu menunduk dan jepitnya lumayan kuat, semoga awet barangnya",barang terima coba fungsi cocok ambil barang bawah tunduk jepit lumayan kuat moga awet barang,positive
"Berat 1 foam hanya 100 gram, tapi ditulis 600 gram, jika beli 10 foam, maka secara data 6 kg, tapi secara timbang fisik hanya 1kg, ini cara yg curang dari penjual utk dpt uang lebih dari ongkir yg pembeli bayarkan.",berat foam 100 gram tulis 600 gram beli 10 foam data kg timbang fisik 1kg curang jual utk dpt uang ongkir beli bayar,negative
tak seperti diiklan,iklan,negative
"Fast response, produk juga dikirim balik oke banget ????",fast response produk kirim oke banget,positive
Mantul dan recomanded,mantul recomanded,positive
"Awalnya saya memberikan rating bagus karena pada pertama kali diffuser menyala dengan baik. Saya menerima produk tanggal 15 Februari 2022, dan langsung saya coba, hasilnya bagus. Lalu saya ikuti petunjuk mematikan dan pembersihannya. Produk ini saya nyalakan kembali hari ini tanggal 21 Februari 2022 (kedua kali) mist sudah tidak keluar dan tombol on tidak menyala. Saya mengajukan komplain di chat dan balasan dari pihak uchii mengatakan produk yang sudah lebih dari 3 hari tidak dapat dikomplain. Sangat disayangkan karena ini produk elektronik. Jawaban lainnya dari pihak uchii juga sangat tidak proffesional. Apakah karena saya membeli pada saat diskon, lalu dikirimkan produk yang sudah rusak. Harusnya lebih bertanggung jawab. Kalau tidak ada penggantian, minimal perbaikan.",rating bagus kali diffuser nyala terima produk tanggal 15 februari 2022 langsung coba hasil bagus ikut tunjuk mati bersih produk nyala tanggal 21 februari 2022 kali mist tombol on nyala aju komplain chat balas uchii produk komplain sayang produk elektronik uchii proffesional beli diskon kirim produk rusak tanggung ganti minimal baik,negative
Puas. Barang diterima dengan kondisi Baik dan tidak ada kendala.,puas barang terima kondisi kendala,positive
akhirnya bisa punya koleksi juga walau cuma 1. next lebih banyak lagi koleksi bt21 nya. thank you,koleksi next koleksi bt21 thank you,positive
ga sesuai ama yg di fhoto pas nyampe lilunnya kecil. buanged ukurannya,sesuai ama fhoto pas nyampe lilunnya buanged ukur,negative
ga sesuai warna pesanan,sesuai warna pesan,negative
Gampang dipakai. Tekstur empuk.,gampang pakai tekstur empuk,positive
Bahannya lembut. anti slip. Ukuran sesuai. Bahannya tebal. Warnanya cantik ??.,bahan lembut anti slip ukur sesuai bahan tebal warna cantik,positive
Sangat kecewa dengan pengiriman yang sangat lama dan sangat sangat bermasalah di ekspedisi pengiriman s*c**at dan penjual tidak fast response.,kecewa kirim masalah ekspedisi kirim scat jual fast response,negative
"Mantapp, paling terjangkau diantara seller lain, bener bener baru, sudah dimainkan tidak ada masalah",mantapp jangkau seller bener bener main,positive
cepet banget proses kirimnya. pelayanan terbaik,cepet banget proses kirim layan baik,positive
respon seller ok.Barang sesuai deskripsi dan mudah pemasangan sejauh ini puas. Saran membangun untuk stik ps bawaan bisa ditingkatkan atau ada pilihan upgrade stik.Overall worth untuk harga segini. Pengiriman tiba sesuai jadwal meski di akhir. ??,respon seller okbarang sesuai deskripsi mudah pasang puas saran bangun stik ps bawa tingkat pilih upgrade stikoverall worth harga gin kirim sesuai jadwal,positive
"Warnanya lucu ??. Lembut di kulit. Gampang dipakai. sepertinya bakal langganan disini, bner2 puas dg pelayanan dan semuanya, barang ORI, bagus' sucses terus yaa ????",warna lucu lembut kulit gampang pakai langgan bner2 puas dg layan barang ori bagus sucses yaa,positive
"Produk yg dikirim tdk on alias mati, produk rusak yg dikirim, sbg konsumen sy dirugikan",produk kirim tdk on alias mati produk rusak kirim sbg konsumen sy rugi,negative
Kualitas produk bagus ??. Jahitan rapi. Desainnya cantik ??. cm kekurangannya kl isi banyak kartu jd sesak hehe,kualitas produk bagus jahit rapi desain cantik cm kurang kl isi kartu jd sesak hehe,positive
"Baru kali ini beli di toped pelayanan mengecewakan sekali, jasa pengiriman diganti tanpa pemberitahuan, dan akhirnya pengiriman telat. Payah.",kali beli toped layan kecewa jasa kirim ganti pemberitahuan kirim telat payah,negative
Alhamdulillah bos barangnya sesuai pesanan nyampe dalam waktu 3 hari luar biasa Terima kasih banyak Semoga lancar jaya dan untuk teman-teman jangan ragu untuk belanja di toko ini terima kasih,alhamdulillah bos barang sesuai pesan nyampe terima kasih moga lancar jaya temanteman ragu belanja toko terima kasih,positive
"puas banget rekomen deh toko ini, buat yang mau beli cat pilok di sini pengiriman nya cepat secepat kilat, semoga banyak yang beli di toko ini amin terimakasih banyak ya ??",puas banget rekomen deh toko beli cat pilok kirim cepat cepat kilat moga beli toko amin terimakasih,positive
bagus sesuai deskripsi,bagus sesuai deskripsi,positive
"barang sesuai keinginan, thx toko pedia.",barang sesuai thx toko dia,positive
pesan 3 yg datang 1 parah,pesan parah,negative
Tks barang sudah sampai,tks barang,positive
kecewa berat salahnya dimana ini packing atau memang kemasan produknya yang hancur. gak sangka sekelas pronas bisa seperti ini,kecewa berat salah packing kemas produk hancur sangka kelas pronas,negative
"Ga dikasih kunci buka gerinda, sudah chat ke CS ya, dibaca, ditanya ada video unboxing (saya ga video in, soalnya sudah beli ke 2x, main percaya aja) setelah itu saya dicuekin. Note: mata gerinda bawaan tipis. ga bisa dipakai sama sekali.",kasih kunci buka gerinda chat cs baca video unboxing video in beli 2x main percaya dicuekin note mata gerinda bawa tipis pakai,negative
"Salah kirim warna, sy minta warna Pink, Biru, Hitam > yg dikirim Merah, Hijau, Hitam & lampu LED tdk nyala !!",salah kirim warna sy warna pink biru hitam kirim merah hijau hitam lampu led tdk nyala,negative
"kurang puas krn bahannya beda dengan yg digambar, ekspektasi bahan tebal ternyt tipis bgt",puas krn bahan beda gambar ekspektasi bahan tebal ternyt tipis bgt,negative
warna pinknya tdk sesuai????,warna pinknya tdk sesuai,negative
"Respon Lama,proses Lama. Not Recomended!",respon lamaproses not recomended,negative
