content,label
"over price dgn kualitas barang yg tidak kokoh dan melorot2 . Untuk seller ini saya review jujur ya jgn sembarangan bilang gak jujur! harga anda sama kualitas gak sesuai. Yg gak jujur adalah anda sendiri yg membujuk saya via chat merubah review dengan iming2 free gift, saya tolak krn itu membohongi diri saya sendiri. Berarti gak semua review itu asli mgkn sebagian bujukan seller untuk merubah review spy terlihat bagus pdhl mgkn kasusnya sama dengan saya kecewa dgn produk yg over price!",Negative
Teksturnya keras. Hasilnya tebal. Gampang dipakai. Gampang dibawa-bawa. Packaging aman ??. Proses pesanan cepat.,Positive
Pegangan kokoh dan stabil. Packaging aman dan bagus luar biasa... Barang sesuai deskripsi.,Positive
"saya beli L'oreal serioxyl nya, malah ga ada. yg datang malah giftnya aja..ini gmn sih official account lho padahal",Negative
best value for money buat keliling eropa 3 minggu ongkosnya cuma segini.,Positive
"Barang di terima banyak yg bocor keluar dan banyak yg kosong,barang tidak sesuai deskripsi",Negative
XXL nya kekecilan,Negative
super bintang 5 buat store ini .. bahkan libur barang dikirim sangat recommended,Positive
Kecewa barang pas sampai gak bisa dipakai,Negative
mantabsss .. barang ori .. rambut makin subur dan sudah agak kelihatan warna hitam nya,Positive
"1st impresi nya: kok joystick nya waktu di pegang rasanya kecil bgt, beda dari tetangga nya..tapi begitu IN ke game nya..baru berasa enak luar biasa..button RT LT dll nya empukk bgt..karena sy main game nya efootball jadi begitu tekan sedikit pake perasaan di button R� R� nya...beehhh mantep bgt.. analog nya juga bikin nyaman, di awal� sering kepelarakw tapi lambat laun ter biasa.. pokoknya ini joystick beneran mantul deh, jgn ragu buat order ????????",Positive
puas banget sesuai pesanan terima kasih,Positive
warna kuning hanya samar2 jadi spt warna putih saja.kecewa tdk spt gambar dikotak,Negative
"cepet banget pengirimannya, pengemasannya pun cepat dan dengan plastik bubble yg tebel banget jd aman.",Positive
barang udah nyampe ..makasih broo,Positive
Qualitas jelek sekali. Bau seperti cat. Pad ya bergelombang,Negative
"Bahan nya enak dan adem. Bakal langganan ini kak. Biar motif nya beda dr yg aq pesan, no prob yg penting bahan enak buat tidur dan Harga terjangkau??????????",Positive
"bagus banget, harganya murah tp kualitasnya ternyata bagus banget. designnya juga keren en berfungsi sesuai iklannya. recommended banget. pengiriman jg cepat dan aman. thx ya",Positive
"kualitas dan bahanya sangat bagus,,??????",Positive
"Terimakasih barangnya sudahsampai dan sangat bagus, berguna baget sihh ini, pengiriman juga cepat",Positive
"Sepatu Hancurrrr,..........................",Negative
"barang ini tidak dikirimkan, next mohon lbh diperhatikan",Negative
sprti barang bekas,Negative
Puas dengan barangnya,Positive
"Jelek banget lakbannya, sangat tipis dan terlalu lengket.. yg lengket malah 2 sisi yaitu bagian bawah dan atas jadinya sangat mengganggu... ??karna bisa mengakibatkan paket orang lain menempel pada paket kita dan penyok!??",Negative
Tadiinya mau pesen beda model tp g bisa kata selernya.. terpaksa pakai dah mau gmn lg,Negative
"udah sering beli banyak bahkan. tapi untuk yg sekarang sangat kecewa sekali karena ada satu yg gagal,depan belakang sama.sayangnya ketika ditanya malah disuruh nunggu. tapi tidak ada jawaban sampai sekarang. tau gitu di komplain",Negative
Material Produk Bagus. Ukuran Produk Sesuai.,Positive
"Tetap kecewa, barang yang sampai ke kostumer sudah bocor. walau alasannya rusak di ekpedisinya ckck",Negative
mantap banget barangnya sesuai deskripsi.harga juga murah. pengemasan aman bgt.pake dus sama wrap. next time order lagi. sukses terus lapaknya gan.,Positive
"lampu sudah di charge ga bisa menyala sama sekali padahal baru beli,saya KECEWA SEKALI!!!PENJUAL NO RESPON!!!!",Negative
Sudah diterima semoga awet Packing Bagus. kelengkapan sesuai.,Positive
"tidak sesuai pesanan, yg di pesan Gula 1kg, kecap kemasan sama teh, yg sampe gula nya cuma 1/2 kg, teh sama kecap",Negative
Pengiriman cepat. Pesanan sesuai. Gak ada cacat. Packing aman ????,Positive
kurang bass tapi Harganya terjangkau. Proses pesanan cepat.,Positive
baju nya tipis.. model celana nya juga gak sama dengan di foto..gak real fict mnurut saya..sablon nya licin sekali cuci dijemur lengket dan lepas.. nyesel belanja di sini gak sesuai dgn expektasi saya,Negative
"bahannya adem banget ini yang saya butuhkan ,, murah kualitas ga murahan thanks seller dan tokped",Positive
"Wow designnya bagus banget! ?????? pengiriman cepat, kualitas bagussss banget! Bisa di scan juga dan ini beneran mirip kartu uno asli ?? mudah2an ga ketukar ya ?? kayaknya bakal repeat order pakai design lain deh ???? thanks seller!",Positive
"colokan adaptor mengalami kerusakan, respon seller butuh berhari2, diajak diskusi untuk cara memperbaiki sendiri tidak dibalas, akhirnya repair sendiri",Negative
Proses cepat produk berfungsi dgn baik,Positive
SALAH ALAMAT. Sudah saya kirim chat bahwa minta dicancel utk pesanan tsb krn sy salah masukin alamat. Menit berikutnya langsung saya pesan ulang ke alamat yg betul. Bukannya dibaca dulu chatnya malah langsung diproses dua2nya. DASAR GAK BECUS !!!! Ifillll dan gak akan pesan di toko ini lagi.,Negative
"Dudukan tatakan kompornya diterima sudah patah.. Akhirnya harus ke tukang las, benerin lg.. Keluar duit lg",Negative
"salah kirim, bisa sih diselesaikan baik-baik, tapi males aja.",Negative
Hasilnya tahan lama. Desainnya mewah.,Positive
Terima kasih untuk menjual travel pouch 1 set dgn berbagai ukuran dan bahan bagus tidak bau plastik. Barang cepat tiba dan dalam.keadaan baik. Terima kasih.,Positive
"pengiriman cepatt, barang sesuai pesanan, harga terjangkau... joossss",Positive
"pengiriman telat sehari, tapi barangnya bagus",Positive
"barang sangat lama datang, dan ada sedikit penyot di bagian lampu indikator, tapi alhamdulillah berfungsi dgn baik",Positive
Baru pesan brg tdk sampai 20 menit kemudian mengajukan pembatalan malah ditolak. Padahal sy ingin memesan ulang krn salah menggunakan metode pembayaran. Pelayanan jelek sekali,Negative
"paten, mantab, rapi, high quality. fast respon, rekomen bingit.",Positive
"Tidak ada mc 8Gb seperti deskripsi iklan, di paket yg saya terima hanya ada R4 sama charger plus adapter micro sd tulisan happy box, mau komplen terlanjur klik terima barang. Dan komplen pun akan percuma karena mc barang kecil ujungnya saya yang disangka pura2 ga terima",Negative
"maaf nih, wanginya kaya body lotion citra, malahan masih lebih wangi body lotion ?? emang sih harga murah, tapi menurut saya tetep ga worthed",Negative
"barang sesuai pesanan,pengiriman cepat,pengemasan sangat bagus,bubble wrap tebal????",Positive
Warnanya pekat. Aplikator mudah dipakai. Proses pesanan cepat.,Positive
"jaringanya ngelek banget lelet mending pake indihome de, nyesel juga beli orbit jaringan ya parah,",Negative
Barang ga ada yg bisa di pake.,Negative
"Parah bener gan barangnya.. melenceng jauh dari alat yg merk lain. tempat baterai sudah berkarat. karena murah jadi ya masih cukup kl bintang 2. no komplain, mahal di ongkir baliknya. anggep saja apes.",Negative
pengiriman cepat.. barang kondisi bagus.. makasih ya??,Positive
"Pengiriman cepat, packaging oke, seller ramah, recommended sih, udah berkali-kali beli di sini. Kualitas juga oke, mantapp min, tingkatkan",Positive
bahannya kelihatan murah,Negative
kecewa krn barang di dlm box ketika dibuka sudah pecah. botol pecah dibagian bawah sehingga isinya tdk ada yg tersisa.,Negative
"menyerap air dgn baik, cuman ukurannya kecil banget. jd kalau untuk mengeringkan banyak piring butuh lebih dr satu.",Positive
"Pengirimannya cepat, besok langsung sampai. Nggak expect apa-apa sebenernya, tapi ternyata baguus. Bahannya lembut banget, gelap oke buat nutup mata + ternyata ada gelnya juga, kirain gaada hehe. Overall worth it siih first impression-nya baguus ????",Positive
"10/10, kualitas produk sangat baik dengan harga yang tertera. nyaman dipakai, suara keras dan 7.1 berfungsi dengan baik. definitely would recommend this.",Positive
"Kecewa si, packing nya ga bagus, ga di kasih bubble wrap juga (padahal sudah di tulis di note pemesanan).",Negative
"mantap, sukses terus tokonya",Positive
"Pengiriman cepat, packaging rapi, produk sesuai pesanan, kualitas produk sesuai harga",Positive
"packaging aman banget, proses cepet. thankyou",Positive
Kualitas Produk Bagus. Produk Sesuai,Positive
"wangi nya enak banget, bener kaya creambath salon",Positive
"Udah punya 3 botol dan 1 refill, beli lagi biar dpt botol baru yg ada sticker dermatologically tested nya",Positive
packing rapi. proses pengiriman cepat.,Positive
"posisi kancing dan lubamg kancing tidak sejajar, jadi saat dikancing bajunya panjang sebelah dan bagian leher tidak rata",Negative
Jahitan rapi. Warnanya cantik ??,Positive
pengiriman aman dan lmyn cepat.. barang diterima jg bagus,Positive
Trima kasih szsdrum barang sdh sampai.Sukses terus szsdrum. ??????,Positive
"barang sesuai harga,lumayan bagus",Positive
mantap??????????,Positive
"TERIMAKASIH BANYAK UNTUK TOKO INI... saya kelupaan beli lilin ultah... jadi baru hari H-1 acara... syukur Puji Tuhan lilin bisa sampai tepat waktu, padahal dikirim keluar kota....",Positive
"Sukaaaa Banget, Banget, Banget, Bangeeeeettt ????????",Positive
"brg tdk saya terima, entah nyasar dimana... kurirnya bloon",Negative
top markootooop,Positive
warna ga sesuai.,Negative
"barang nya bagus, kain elastis mantap",Positive
bagus banget mainan nya anak2 aku suka,Positive
Aplikator mudah dipakai. Hasilnya tahan lama. Hasilnya matte. Desainnya mewah. Nggak cepat pudar. Nggak bikin bibir kering. Packaging aman ??. Proses pesanan cepat. Packaging rapi. Respon penjualnya top.,Positive
infra red nya jelek suka mental ke mana2,Negative
"Produk sesuai deskripsi. Talenan tipis. Pisau tajam jadi enak untuk dipakai, grip pada gagang terasa nyaman.",Positive
Lama pengirimanya,Negative
jangan samain packing kura� sama ikan!!,Negative
pengiriman sangat lama,Negative
"Dapet celana yang gak ada kancingnya, sangat disayangkan...",Negative
peking aman dan rapi.. puas,Positive
Ada pilihan mix warna yg dikirim warna biru padahal utk anak perempuan..kecewa..gk mau beli lagi dsini,Negative
.mas yg filter ini kok saya enga terima. Yg lain itu ada cuman yg ini yg enga ada. Bagaimana,Negative
"busa doank,gak ada mika bwt pelindungnya",Negative
Produk original ??,Positive
tempat colokannya gk sesuai.. masa mic nya berfungsi dilubang headset. sedangkan lubang micnya tidak berfungsu,Negative
Bahannya lembut. anti slip. Ukuran sesuai. Bahannya tebal. Warnanya cantik ??.,Positive
"kualitas ok, respond penjual cepat sekali",Positive
BAHAN DARI PLASTIK DAN TIDAK KUAT JUGA BUAT MENOPANG LAPTOP.INI SIH KUATNYA BUAT TABLET GAISSS. LEBIH BAIK JANGAN BELI YANG INI,Negative
barang sangat bagus ..............Kualitas Produk Bagus.,Positive
"packing rapi, barang sesuai pesanan",Positive
mantap ..dislorikin aja ..bro,Positive
"bahan jepitnya bagus, awet dipake gak mudah rusak",Positive
"Sampul gue yang dikasih ga bagus, ada bagian peyot. Padahal gue beli buku baru.",Negative
karungnya super tipis tidak sesuai di gambar,Negative
Bocor. Tutup tidak tertutup dengan rapat,Negative
"duh kok ga belajar dr pengalaman ya banyak yg complain datangnya dalam keadaan retak , sy kira sudah diperbaiki pelayanannya",Negative
"Packing oke banget, ikannya juga mantebbb, langganan nih",Positive
"Produk tidak berfungsi baik, toko gak amanah, malah pembeli disuruh balikkin produk lagi buang ongkir aza 2x !! Toko gak baik!! Jangan beli disini!!",Negative
JELEKKKKK PUTUSS SEMUA TALINYA,Negative
"Bersih dari debu, sekali jalan, bagus... dan pengiriman ok sih rapi dlm box",Positive
Harganya ok banget dengan keiritan solution tineco ini. Lantai jd keset bersih dan wanginya ga lebay. Mantap,Positive
"Ok banget, beli 2 skaligus, barang baguss banget",Positive
"parah kecil banget. padahal ukurannya L dan XL. ini mah buat anak SD kaga bisa buat orang dewasa, sekalipun dengan Negativean kecil.",Negative
"Barang sesuai pesanan, kondisi berfungsi dengan baik. Seller responsif proses kirim cepat. Recommended!!!",Positive
tipis bgt,Negative
"Kali ini kecewa, dapet yang udah kadaluarsa padahal baru minum sehari besoknya udah asem, gak bisa diminum.. mohon di pastikan tgl kadaluarsanya.. jujur kecewa banget",Negative
"beli 6 pieces dgn catatan 6 warna yg berbeda tapi datang dgn warna yg sama kesemuanya,",Negative
"Setelah 6 hari penantian, akhirnya tiba juga. Barang udah di cek, kondisi baterai aman, charger aman, all safe. Terima kasih",Positive
barang tidak dibungkus bubble .. sampai rumah pecah dech???? nanya sama penjual ktnya tidak bisa claim.. walaupun ada video unboxing ???? ga papa itung2 sedekah aja ke tokonya.. tapi kwalitas tripotnya bagus dan kokoh..,Negative
"Seharusnya chat dijadikan makesure barang, warna dll, jgn kaku kaku bgt jadi roko",Negative
Jgn beli disini. Seller nya slow response ketika ada masalah produk. Saya beli helm ga dicek QC terlebih dahulu sblm dikirim. Helm ada lecetnya. Beli goggle osbe kacanya baret2 halus semua. Masuk pusat resolusi juga ga kooperatif. Selalu cek cctv yg ga jelas kapan ceknya dan apa yg dicek. Barang akhirnya diretur. Setelah sampai ga direspon2 lagi. Jadi mending lebih baik batal dimana solusi awal saya adalah retur refund dan disini ga ada itikad baik seller. Udah lapor cs pun CS terpaku sistem dan pas udah koar2 baru tuh CS hubungin seller. CS toped empatinya pun msh buruk. Klo sekelas selebgram cepet ditanganin. Giliran user biasa alasannya sistem. Beberapa jam menuju transaksi mau batal baru dibatalin ini seller.,Negative
penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim... jd kecewa bngt... ndak recomended sm penjual kyk gini... saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan... agar pelanggan merasa puas dan senang dengan pelayanan,Negative
"barang jelek, mudah sobek",Negative
fiturnya cukup bagus sesuai harga,Positive
barang bagus cepat sampai aman,Positive
sangat berguna. bermanfaat dan lancar digunakan di Swiss,Positive
"Mantul dan saat pengiriman diterima oleh saya langsung, jadi terjamin aman.",Positive
keren om barang nya,Positive
"Salah kirim warna, sy minta warna Pink, Biru, Hitam > yg dikirim Merah, Hijau, Hitam & lampu LED tdk nyala !!",Negative
"kwalitas bagus,harga terjangkau",Positive
"mantap, enak buat sit up",Positive
Keren banget pelayanannya. Cuman beli lilin ajah servicenya bagus dan super cepat. Pesan pagi eeeh siang dah tiba!,Positive
ini enak bgt di pakai setelah caesar. di pakai saat duduk jg nyaman tidak bikin sakit. rekomen pokok nya.,Positive
"Beli 2 kotak isi total 20 buah pie terdapat 5 buah pie yang sudah jamuran. Padahal paket langsung dibuka sesaat setelah diantar kurir dan expire date juga masih 1 bulan lebih. Coba cek ulasan, banyak pembeli juga mengalami kendala pie berjamur. Jelek sekali kontrol kualitas pie susu ini. Kasian reputasi toko ini ikutan rusak gara-gara produk yang tidak dijaga reputasinya oleh pemilik produk. Maaf ya kaka penjual, ini ulasan jujur. Mungkin bisa disampaikan kepada produsen produk agar memperbaiki kontrol kualitas produknya.",Negative
"woooowww kereenn langsung dipakai untuk anabul, bulunya langsung bersih dan bagus, packingnya sangat bagus dan aman, terima kasih",Positive
"oke, barang ny lumayan sesuai dgn harga",Positive
"pelayanan buruk sekali, pengiriman barang buruk sekali dan lama banget sampainya. kapok beli disini lagi gak lagi-lagi",Negative
BARANG RUSAK DIKIRIM!!!!!!,Negative
Ban jadi hitam kembali! Mantap.,Positive
"tidak sebagus di gambar, kain tepi di neci aja bukan di jahit lipat, ya harga segitu",Negative
"pesan hitam di kirim putih, lama proses pesanan nya",Negative
"thanks,barangnya bagus bgt dan packingnya rapi,tekomended??????????",Positive
barang tidak sesuai gambar....bukan original. kaitan plastik semua...di gambar kaitan stenless/besi,Negative
"Ukurannya pas. Cepat menyerap. Tidak membuat lecet. udah langganan. harga murah dpt yg +2 lagi, trs dikasi sample susu. sukses selalu seller...",Positive
"Barang palsu, bukan Hot wheels original... Made in China bukan Made MALAYSIA spt diskripsi",Negative
Mantap sesuai pesanan trimakasih,Positive
"pedes nya over, dibanding isinya yang dikit. yang gak kuat pedes over not rekomended",Negative
Warna tidak sesuai yang diinfokan,Negative
"Sy pesan lilin yg angka 1 dan 6 . Tpi di kirim nya angka 7 . Angka 6 nya sdh benar , pdhl wkt beli sy sdh jlalasin sy mau yg angka 1 dan 6 . Sy tdk bs kirim foto nya krn sy udh buang brng nya krn tdk bs di pakai . Sy udh tunggu brp hr , tau2 smp brng nya dan di buka yg di kirim lain sm yg di beli . Sy cmn pesan utk ke Dpn nya blajarlah yg Teliti sebelum brng di kirim .",Negative
